id,description,category,cloud_provider,vulnerable_code,poc,source,timestamp
VUL094,Azure Cognitive Services with open API key.,Data Exposure,Azure,"{ ""key"": ""abc123xyz789"" }",curl -H 'Ocp-Apim-Subscription-Key: abc123xyz789' https://cognitive-endpoint/api,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/cognitive-services'}",2025-06-19T10:49:00Z
VUL095,GCP Cloud Spanner with no backup policy.,Data Protection,GCP,gcloud spanner databases create db --instance=instance --no-backup,gcloud spanner backups list --instance=instance,"{'cve': 'N/A', 'link': 'https://cloud.google.com/spanner/docs'}",2025-06-19T10:49:00Z
VUL096,Oracle Cloud VCN with no flow logs.,Monitoring,Oracle Cloud,"{ ""flowLog"": { ""enabled"": false } }",oci network vcn get --vcn-id vcn-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Network/Tasks/managingVCNs.htm'}",2025-06-19T10:49:00Z
VUL097,IBM Cloud Kubernetes with no pod security policy.,Security Policy,IBM Cloud,"{ ""podSecurityPolicy"": null }",kubectl get pods --all-namespaces,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T10:49:00Z
VUL098,Alibaba Cloud ECS with public snapshot access.,Access Control,Alibaba Cloud,"{ ""SnapshotPolicy"": { ""Public"": true } }",aliyun ecs DescribeSnapshots --SnapshotIds snapshot-id,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/25535.htm'}",2025-06-19T10:49:00Z
VUL099,AWS S3 bucket with no MFA delete enabled.,Data Protection,AWS,"{ ""MfaDelete"": ""Disabled"" }",aws s3api delete-object --bucket bucket --key file.txt,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/s3'}",2025-06-19T10:49:00Z
VUL100,Azure Blob Storage with no soft delete.,Data Protection,Azure,"{ ""deleteRetentionPolicy"": { ""enabled"": false } }",az storage blob delete --container-name container --name file.txt,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/storage/blobs'}",2025-06-19T10:49:00Z
VUL101,GCP Compute Engine with no shielded VMs.,Security Policy,GCP,gcloud compute instances create instance --no-shielded-secure-boot,gcloud compute instances describe instance,"{'cve': 'N/A', 'link': 'https://cloud.google.com/compute/docs'}",2025-06-19T10:49:00Z
VUL102,Oracle Cloud Database with no audit logging.,Monitoring,Oracle Cloud,"{ ""auditLogging"": { ""enabled"": false } }",oci db audit-trail list --database-id db-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Database/Tasks/auditing.htm'}",2025-06-19T10:49:00Z
VUL103,IBM Cloud VPC with no encryption.,Encryption,IBM Cloud,"{ ""encryption"": ""None"" }",ibmcloud is vpcs,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T10:49:00Z
VUL104,Alibaba Cloud RAM with no password rotation.,Authentication,Alibaba Cloud,"{ ""PasswordPolicy"": { ""PasswordReusePrevention"": 0 } }",aliyun ram GetPasswordPolicy,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/116405.htm'}",2025-06-19T10:49:00Z
VUL105,AWS Lambda with no VPC configuration.,Network Security,AWS,"{ ""VpcConfig"": {} }",aws lambda get-function --function-name fn,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/lambda'}",2025-06-19T10:49:00Z
VUL106,Azure Kubernetes with no RBAC enabled.,Access Control,Azure,az aks create --resource-group rg --name cluster --disable-rbac,kubectl get roles --all-namespaces,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/aks'}",2025-06-19T10:49:00Z
VUL107,GCP Cloud Storage with no uniform bucket-level access.,Access Control,GCP,gsutil uniformbucketlevelaccess set off gs://bucket,gsutil ls gs://bucket,"{'cve': 'N/A', 'link': 'https://cloud.google.com/storage/docs'}",2025-06-19T10:49:00Z
VUL108,Oracle Cloud Load Balancer with no WAF.,Security Policy,Oracle Cloud,"{ ""wafConfig"": { ""enabled"": false } }",curl https://lb-ip,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/WAF/Tasks/waf.htm'}",2025-06-19T10:49:00Z
VUL109,IBM Cloud Functions with no logging.,Monitoring,IBM Cloud,"{ ""logging"": ""Disabled"" }",ibmcloud fn action invoke action --result,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T10:49:00Z
VUL110,Alibaba Cloud OSS with no lifecycle policy.,Data Protection,Alibaba Cloud,"{ ""LifecycleConfiguration"": {} }",aliyun oss ls oss://bucket,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T10:49:00Z
VUL111,AWS RDS with no automated backups.,Data Protection,AWS,"{ ""BackupRetentionPeriod"": 0 }",aws rds describe-db-instances --db-instance-identifier db,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/rds'}",2025-06-19T10:49:00Z
VUL112,Azure Cosmos DB with no IP filtering.,Network Security,Azure,"{ ""ipRules"": [] }",curl https://cosmosdb-account.documents.azure.com/dbs,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/cosmos-db'}",2025-06-19T10:49:00Z
VUL113,GCP Pub/Sub with no encryption.,Encryption,GCP,gcloud pubsub topics create topic --no-encryption,gcloud pubsub subscriptions pull sub,"{'cve': 'N/A', 'link': 'https://cloud.google.com/pubsub/docs'}",2025-06-19T10:49:00Z
VUL114,Oracle Cloud Compute with no boot volume encryption.,Encryption,Oracle Cloud,"{ ""bootVolumeEncryption"": false }",oci compute instance get --instance-id instance-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Compute/Tasks/launchinginstance.htm'}",2025-06-19T10:49:00Z
VUL115,IBM Cloud Object Storage with no bucket lock.,Data Protection,IBM Cloud,"{ ""bucketLock"": false }",curl -X DELETE https://s3.bucket/file.txt,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/cloud-object-storage'}",2025-06-19T10:49:00Z
VUL116,Alibaba Cloud ECS with no monitoring agent.,Monitoring,Alibaba Cloud,"{ ""MonitoringAgent"": ""Disabled"" }",aliyun ecs DescribeInstances --InstanceIds instance-id,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/25367.htm'}",2025-06-19T10:49:00Z
VUL117,AWS SNS with no encryption.,Encryption,AWS,"{ ""KmsMasterKeyId"": null }",aws sns publish --topic-arn arn:aws:sns:region:account:topic --message 'test',"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/sns'}",2025-06-19T10:49:00Z
VUL118,Azure Virtual Network with no DDoS protection.,Network Security,Azure,"{ ""ddosProtectionPlan"": null }",nmap -p- vnet-ip,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/virtual-network'}",2025-06-19T10:49:00Z
VUL119,GCP Cloud SQL with no SSL enforcement.,Encryption,GCP,gcloud sql instances create instance --no-require-ssl,mysql -h instance-ip -u user -p,"{'cve': 'N/A', 'link': 'https://cloud.google.com/sql/docs'}",2025-06-19T10:49:00Z
VUL120,Oracle Cloud File Storage with no encryption.,Encryption,Oracle Cloud,"{ ""encryption"": ""None"" }",oci fs file-system get --file-system-id fs-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/File/Tasks/managingfilesystems.htm'}",2025-06-19T10:49:00Z
VUL121,IBM Cloud VPC with no ACL rules.,Network Security,IBM Cloud,"{ ""networkAcls"": [] }",ping vpc-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T10:49:00Z
VUL122,Alibaba Cloud RAM with no MFA.,Authentication,Alibaba Cloud,"{ ""MFA"": { ""Enabled"": false } }",aliyun ram GetUserMFAInfo --UserName user,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/28627.htm'}",2025-06-19T10:49:00Z
VUL123,AWS API Gateway with no throttling.,API Security,AWS,"{ ""throttlingSettings"": { ""enabled"": false } }",for i in {1..1000}; do curl https://api-id.execute-api.region.amazonaws.com/stage; done,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/apigateway'}",2025-06-19T10:49:00Z
VUL124,Azure Key Vault with no purge protection.,Data Protection,Azure,"{ ""purgeProtectionEnabled"": false }",az keyvault delete --name vault,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/key-vault'}",2025-06-19T10:49:00Z
VUL125,GCP Service Account with no key rotation.,Authentication,GCP,gcloud iam service-accounts keys create key.json --iam-account sa@project.iam.gserviceaccount.com --no-rotate,gcloud auth activate-service-account --key-file key.json,"{'cve': 'N/A', 'link': 'https://cloud.google.com/iam/docs'}",2025-06-19T10:49:00Z
VUL126,Oracle Cloud Identity with no password policy.,Authentication,Oracle Cloud,"{ ""passwordPolicy"": { ""minimumLength"": 6 } }",oci iam user password reset --user-id user-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Identity/Tasks/managingpasswordpolicies.htm'}",2025-06-19T10:49:00Z
VUL127,IBM Cloud Databases with no backup.,Data Protection,IBM Cloud,"{ ""backupRetentionDays"": 0 }",ibmcloud database backups db-id,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/databases'}",2025-06-19T10:49:00Z
VUL128,Alibaba Cloud SLB with no health checks.,Security Policy,Alibaba Cloud,"{ ""HealthCheck"": { ""Enabled"": false } }",curl https://slb-ip,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/27595.htm'}",2025-06-19T10:49:00Z
VUL129,AWS ECS with no logging.,Monitoring,AWS,"{ ""logConfiguration"": null }",aws ecs describe-tasks --cluster cluster --tasks task-id,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/ecs'}",2025-06-19T10:49:00Z
VUL130,Azure Data Lake with no encryption.,Encryption,Azure,"{ ""encryptionConfig"": null }",curl https://datalake.dfs.core.windows.net/filesystem/file.txt,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/data-lake-store'}",2025-06-19T10:49:00Z
VUL131,GCP Cloud Run with no concurrency limit.,Resource Control,GCP,gcloud run deploy service --image image --no-concurrency-limit,for i in {1..1000}; do curl https://service-region.run.app; done,"{'cve': 'N/A', 'link': 'https://cloud.google.com/run/docs'}",2025-06-19T10:49:00Z
VUL132,Oracle Cloud API Gateway with no CORS policy.,API Security,Oracle Cloud,"{ ""cors"": { ""enabled"": false } }",curl -H 'Origin: http://malicious.com' https://api-gateway-endpoint,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/APIGateway/Tasks/apigateway.htm'}",2025-06-19T10:49:00Z
VUL133,IBM Cloud Kubernetes with no network policy.,Network Security,IBM Cloud,"{ ""networkPolicy"": null }",kubectl exec pod -- nslookup svc,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T10:49:00Z
VUL134,Alibaba Cloud Function Compute with no VPC.,Network Security,Alibaba Cloud,"{ ""vpcConfig"": {} }",curl https://fc-service.endpoint/invoke,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/52984.htm'}",2025-06-19T10:49:00Z
VUL135,AWS Redshift with no encryption.,Encryption,AWS,"{ ""Encrypted"": false }",psql -h redshift-endpoint -U user -d db,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/redshift'}",2025-06-19T10:49:00Z
VUL136,Azure Event Hub with no partition key encryption.,Encryption,Azure,"{ ""encryption"": { ""keySource"": ""None"" } }",curl https://eventhub-namespace.servicebus.windows.net/hub,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/event-hubs'}",2025-06-19T10:49:00Z
VUL137,GCP BigQuery with no CMEK encryption.,Encryption,GCP,bq mk --dataset --no-customer-managed-key dataset,bq show --format=prettyjson project:dataset,"{'cve': 'N/A', 'link': 'https://cloud.google.com/bigquery/docs'}",2025-06-19T10:49:00Z
VUL138,Oracle Cloud Block Volume with no backup policy.,Data Protection,Oracle Cloud,"{ ""backupPolicyId"": null }",oci bv volume get --volume-id volume-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Block/Concepts.htm'}",2025-06-19T10:49:00Z
VUL139,IBM Cloud Security Advisor disabled.,Monitoring,IBM Cloud,ibmcloud security advisor disable,ibmcloud security advisor status,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/security-advisor'}",2025-06-19T10:49:00Z
VUL140,Alibaba Cloud OSS with no access logging.,Monitoring,Alibaba Cloud,"{ ""LoggingEnabled"": {} }",aliyun oss ls oss://bucket,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T10:49:00Z
VUL141,AWS EC2 instance with no IMDSv2 enforcement.,Security Policy,AWS,"{ ""MetadataOptions"": { ""HttpTokens"": ""optional"" } }",curl http://169.254.169.254/latest/meta-data/,"{'cve': 'CVE-2019-11043', 'link': 'https://cve.mitre.org'}",2025-06-19T10:59:00Z
VUL142,Azure Function with no CORS policy.,API Security,Azure,"{ ""cors"": { ""allowedOrigins"": [""*""] } }",curl -H 'Origin: http://malicious.com' https://function-app.azurewebsites.net/api/function,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/azure-functions'}",2025-06-19T10:59:00Z
VUL143,GCP Kubernetes Engine with legacy authorization enabled.,Authentication,GCP,gcloud container clusters create cluster --enable-legacy-authorization,kubectl auth can-i --list,"{'cve': 'N/A', 'link': 'https://cloud.google.com/kubernetes-engine/docs'}",2025-06-19T10:59:00Z
VUL144,Oracle Cloud Compute with no security list.,Network Security,Oracle Cloud,"{ ""securityListIds"": [] }",nmap -p- compute-ip,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Compute/Tasks/launchinginstance.htm'}",2025-06-19T10:59:00Z
VUL145,IBM Cloud Object Storage with no retention policy.,Data Protection,IBM Cloud,"{ ""retentionPolicy"": null }",curl -X DELETE https://s3.bucket/file.txt,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/cloud-object-storage'}",2025-06-19T10:59:00Z
VUL146,Alibaba Cloud ECS with no anti-DDoS protection.,Network Security,Alibaba Cloud,"{ ""AntiDDoS"": { ""Enabled"": false } }",hping3 -S -p 80 -flood ecs-ip,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/28302.htm'}",2025-06-19T10:59:00Z
VUL147,AWS SQS with no server-side encryption.,Encryption,AWS,"{ ""SqsManagedSseEnabled"": false }",aws sqs get-queue-attributes --queue-url queue-url,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/sqs'}",2025-06-19T10:59:00Z
VUL148,Azure Virtual Machine with no disk encryption.,Encryption,Azure,"{ ""encryptionAtHost"": false }",az vm show --name vm --resource-group rg,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/virtual-machines'}",2025-06-19T10:59:00Z
VUL149,GCP Cloud Storage with no audit logging.,Monitoring,GCP,gsutil logging set off gs://bucket,gsutil logging get gs://bucket,"{'cve': 'N/A', 'link': 'https://cloud.google.com/storage/docs'}",2025-06-19T10:59:00Z
VUL150,Oracle Cloud Database with no TDE encryption.,Encryption,Oracle Cloud,"{ ""transparentDataEncryption"": { ""enabled"": false } }",oci db database get --database-id db-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Database/Tasks/managingDBsystem.htm'}",2025-06-19T10:59:00Z
VUL151,IBM Cloud VPC with no security group.,Network Security,IBM Cloud,"{ ""securityGroups"": [] }",ping vpc-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T10:59:00Z
VUL152,Alibaba Cloud RAM with no resource-level permissions.,IAM Misconfiguration,Alibaba Cloud,"{ ""PolicyDocument"": { ""Statement"": [{ ""Action"": ""*"", ""Resource"": ""*"" }] } }",aliyun ram GetPolicy --PolicyName policy,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/28627.htm'}",2025-06-19T10:59:00Z
VUL153,AWS DynamoDB with no point-in-time recovery.,Data Protection,AWS,"{ ""PointInTimeRecoveryEnabled"": false }",aws dynamodb describe-table --table-name table,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/dynamodb'}",2025-06-19T10:59:00Z
VUL154,Azure App Service with no authentication.,Authentication,Azure,"{ ""authSettings"": { ""enabled"": false } }",curl https://app-service.azurewebsites.net,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/app-service'}",2025-06-19T10:59:00Z
VUL155,GCP Cloud Functions with no memory limit.,Resource Control,GCP,gcloud functions deploy fn --runtime nodejs16 --no-memory-limit,curl https://us-central1-project.cloudfunctions.net/fn,"{'cve': 'N/A', 'link': 'https://cloud.google.com/functions/docs'}",2025-06-19T10:59:00Z
VUL156,Oracle Cloud VCN with no network security group.,Network Security,Oracle Cloud,"{ ""networkSecurityGroupIds"": [] }",nmap -p- vcn-ip,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Network/Tasks/managingVCNs.htm'}",2025-06-19T10:59:00Z
VUL157,IBM Cloud Kubernetes with no image security scanning.,Security Policy,IBM Cloud,"{ ""imageScanning"": false }",kubectl describe pod pod-name,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T10:59:00Z
VUL158,Alibaba Cloud OSS with no server-side encryption.,Encryption,Alibaba Cloud,"{ ""ServerSideEncryptionRule"": {} }",aliyun oss ls oss://bucket,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T10:59:00Z
VUL159,AWS Lambda with no dead-letter queue.,Monitoring,AWS,"{ ""DeadLetterConfig"": {} }",aws lambda get-function --function-name fn,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/lambda'}",2025-06-19T10:59:00Z
VUL160,Azure SQL Database with no auditing.,Monitoring,Azure,"{ ""auditingSettings"": { ""state"": ""Disabled"" } }",az sql db audit-policy show --name db --server server --resource-group rg,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/azure-sql'}",2025-06-19T10:59:00Z
VUL161,GCP Cloud Build with no service account restrictions.,IAM Misconfiguration,GCP,gcloud builds submit --service-account=project@appspot.gserviceaccount.com,gcloud builds list,"{'cve': 'N/A', 'link': 'https://cloud.google.com/cloud-build/docs'}",2025-06-19T10:59:00Z
VUL162,Oracle Cloud Object Storage with no WORM policy.,Data Protection,Oracle Cloud,"{ ""writeOnceReadMany"": false }",oci os object delete --bucket-name bucket --object-name file.txt,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Object/Tasks/managingbuckets.htm'}",2025-06-19T10:59:00Z
VUL163,IBM Cloud Functions with no timeout limit.,Resource Control,IBM Cloud,"{ ""timeout"": 0 }",ibmcloud fn action invoke action --result,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T10:59:00Z
VUL164,Alibaba Cloud VPC with no flow log.,Monitoring,Alibaba Cloud,"{ ""FlowLogConfig"": {} }",aliyun vpc DescribeFlowLogs,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/65398.htm'}",2025-06-19T10:59:00Z
VUL165,AWS EKS with no pod security standards.,Security Policy,AWS,"{ ""podSecurityStandards"": null }",kubectl get pods --all-namespaces,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/eks'}",2025-06-19T10:59:00Z
VUL166,Azure API Management with no rate limiting.,API Security,Azure,"{ ""rateLimit"": { ""calls"": 0 } }",for i in {1..1000}; do curl https://api-management.azure-api.net/endpoint; done,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/api-management'}",2025-06-19T10:59:00Z
VUL167,GCP Cloud DNS with no DNSSEC.,Security Policy,GCP,gcloud dns managed-zones create zone --no-dnssec,dig @dns-ip zone,"{'cve': 'N/A', 'link': 'https://cloud.google.com/dns/docs'}",2025-06-19T10:59:00Z
VUL168,Oracle Cloud Identity with no session timeout.,Authentication,Oracle Cloud,"{ ""sessionTimeout"": 0 }",oci iam user login-profile get --user-id user-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Identity/Tasks/managingusers.htm'}",2025-06-19T10:59:00Z
